,age,workclass,education,gender
8202,36, Private, Bachelors, Male
8203,20, Private, Some-college, Female
8204,18, Private, 11th, Male
8205,38, Private, Bachelors, Male
8206,43, Self-emp-inc, Bachelors, Male
8207,56, Private, HS-grad, Male
8208,42, Private, Masters, Male
8209,35, Private, Bachelors, Male
8210,31, Private, Some-college, Female
8211,73, Private, 1st-4th, Male
8212,32, Private, Some-college, Female
8213,37, Private, Masters, Male
8214,66, Private, HS-grad, Male
8215,22, Private, HS-grad, Female
8216,51, Private, Assoc-voc, Male
8217,31, Private, HS-grad, Male
8218,65, Private, HS-grad, Female
8219,39, Private, HS-grad, Female
8220,48, Private, Some-college, Female
8221,20, Private, Some-college, Female
8222,28, ?, Assoc-acdm, Male
8223,48, Private, Bachelors, Male
8224,29, Federal-gov, Prof-school, Male
8225,36, Self-emp-not-inc, Doctorate, Male
8226,35, Self-emp-inc, Bachelors, Male
8227,31, Private, Some-college, Male
8228,48, State-gov, HS-grad, Male
8229,36, Private, Assoc-voc, Male
8230,40, Self-emp-not-inc, HS-grad, Male
8231,57, Private, HS-grad, Male
8232,26, Local-gov, Bachelors, Female
8233,37, State-gov, HS-grad, Female
8234,65, Private, Doctorate, Male
8235,26, Self-emp-not-inc, 10th, Female
8236,42, Private, Some-college, Male
8237,47, Private, Masters, Male
8238,62, Private, 7th-8th, Male
8239,27, Private, Assoc-voc, Male
8240,76, Self-emp-not-inc, Some-college, Male
8241,20, ?, Some-college, Female
8242,29, Private, Bachelors, Female
8243,29, Private, 12th, Male
8244,32, Private, 10th, Male
8245,22, Self-emp-inc, Some-college, Male
8246,30, Federal-gov, HS-grad, Female
8247,43, Local-gov, Some-college, Female
8248,23, Private, Bachelors, Male
8249,44, Federal-gov, Prof-school, Male
8250,41, Private, Bachelors, Male
8251,49, State-gov, Masters, Female
8252,30, Private, HS-grad, Male
8253,23, Private, Some-college, Male
8254,39, Private, HS-grad, Female
8255,32, Private, Bachelors, Male
8256,50, Private, Some-college, Male
8257,19, Private, Some-college, Female
8258,35, Private, Bachelors, Male
8259,23, Private, HS-grad, Male
8260,25, Private, Some-college, Male
8261,40, Private, HS-grad, Female
8262,30, Private, Bachelors, Male
8263,52, Private, Some-college, Male
8264,49, Private, Some-college, Male
8265,24, Private, Bachelors, Female
8266,46, Private, Bachelors, Male
8267,39, Private, Bachelors, Male
8268,45, Self-emp-not-inc, Bachelors, Male
8269,62, Local-gov, Bachelors, Female
8270,43, Private, Bachelors, Male
8271,45, Private, Some-college, Female
8272,62, Self-emp-not-inc, HS-grad, Male
8273,48, Private, 5th-6th, Male
8274,56, Private, HS-grad, Female
8275,28, Private, HS-grad, Female
8276,23, Private, HS-grad, Male
8277,43, Private, HS-grad, Female
8278,26, Private, Bachelors, Male
8279,36, Private, HS-grad, Male
8280,55, Local-gov, Doctorate, Female
8281,48, State-gov, Bachelors, Female
8282,43, Private, 5th-6th, Female
8283,38, Private, Assoc-voc, Male
8284,18, Private, HS-grad, Male
8285,56, Self-emp-not-inc, HS-grad, Male
8286,39, Self-emp-not-inc, Masters, Male
8287,46, Private, 5th-6th, Male
8288,36, Private, 11th, Male
8289,42, Self-emp-not-inc, HS-grad, Male
8290,50, Private, HS-grad, Male
8291,17, Private, 11th, Male
8292,57, Private, 7th-8th, Female
8293,73, Private, HS-grad, Female
8294,50, Federal-gov, Some-college, Male
8295,35, Private, Some-college, Male
8296,27, Private, Some-college, Male
8297,24, ?, Some-college, Female
8298,27, Private, Some-college, Male
8299,23, Self-emp-not-inc, HS-grad, Male
8300,25, Private, HS-grad, Female
8301,51, Private, Bachelors, Male
8302,26, Private, 10th, Female
8303,47, Private, Some-college, Male
8304,40, Private, HS-grad, Male
8305,58, Private, 9th, Female
8306,25, Private, Some-college, Female
8307,29, Private, HS-grad, Female
8308,36, Private, 11th, Male
8309,46, Private, HS-grad, Female
8310,69, Private, 1st-4th, Female
8311,69, Private, HS-grad, Female
8312,28, Private, HS-grad, Female
8313,20, Private, HS-grad, Male
8314,54, State-gov, HS-grad, Female
8315,25, Private, Some-college, Male
8316,64, Local-gov, HS-grad, Male
8317,17, Private, HS-grad, Female
8318,53, Federal-gov, HS-grad, Male
8319,50, Private, 9th, Male
8320,57, Private, HS-grad, Female
8321,51, Private, Some-college, Male
8322,20, ?, Some-college, Male
8323,47, Private, Some-college, Male
8324,25, Private, HS-grad, Male
8325,50, State-gov, Prof-school, Male
8326,20, Private, HS-grad, Female
8327,43, State-gov, Prof-school, Male
8328,46, Private, Bachelors, Female
8329,54, Private, HS-grad, Female
8330,53, Private, Some-college, Female
8331,21, Private, HS-grad, Male
8332,58, Private, Some-college, Male
8333,30, Private, Bachelors, Male
8334,61, Private, HS-grad, Female
8335,56, State-gov, Some-college, Female
8336,59, Private, HS-grad, Female
8337,72, Private, HS-grad, Male
8338,33, Private, HS-grad, Male
8339,46, Private, HS-grad, Female
8340,46, Local-gov, Some-college, Male
8341,48, Private, HS-grad, Female
8342,33, Private, HS-grad, Male
8343,21, Private, Some-college, Female
8344,27, Private, HS-grad, Female
8345,31, Private, HS-grad, Male
8346,28, Private, Bachelors, Male
8347,45, Local-gov, Some-college, Female
8348,51, Private, HS-grad, Male
8349,46, State-gov, HS-grad, Female
8350,25, Private, Some-college, Male
8351,61, Private, Some-college, Male
8352,17, Private, 11th, Female
8353,26, Private, Bachelors, Male
8354,35, Private, 10th, Male
8355,33, Self-emp-not-inc, 11th, Male
8356,37, Private, 12th, Female
8357,39, Local-gov, HS-grad, Female
8358,42, Private, HS-grad, Female
8359,35, Private, Bachelors, Male
8360,45, Private, HS-grad, Female
8361,47, Self-emp-inc, Bachelors, Male
8362,64, Private, 11th, Male
8363,39, Private, Prof-school, Female
8364,43, ?, HS-grad, Female
8365,34, Private, HS-grad, Male
8366,62, Private, Bachelors, Male
8367,53, Private, Some-college, Male
8368,31, Private, Bachelors, Male
8369,26, Private, HS-grad, Male
8370,56, Self-emp-inc, 7th-8th, Male
8371,43, Private, Some-college, Female
8372,33, Private, Some-college, Male
8373,45, Self-emp-not-inc, Some-college, Male
8374,46, Private, Some-college, Male
8375,26, Private, Assoc-voc, Male
8376,24, Private, HS-grad, Female
8377,43, Private, Bachelors, Male
8378,40, Private, Assoc-voc, Male
8379,61, Private, 7th-8th, Male
8380,34, Federal-gov, Some-college, Female
8381,85, Private, HS-grad, Male
8382,41, Private, HS-grad, Female
8383,31, State-gov, Assoc-acdm, Female
8384,22, Private, Some-college, Female
8385,60, Private, HS-grad, Female
8386,29, Private, Assoc-acdm, Female
8387,34, ?, HS-grad, Male
8388,35, State-gov, Bachelors, Female
8389,24, Private, HS-grad, Male
8390,45, Local-gov, Masters, Male
8391,21, Local-gov, 12th, Male
8392,30, Private, Assoc-acdm, Female
8393,50, Self-emp-inc, Some-college, Male
8394,41, Self-emp-not-inc, HS-grad, Male
8395,21, Private, HS-grad, Female
8396,45, Private, HS-grad, Male
8397,34, Private, Bachelors, Male
8398,28, Private, HS-grad, Male
8399,19, Private, HS-grad, Male
8400,26, Private, Bachelors, Male
8401,48, Private, Bachelors, Male
8402,69, Private, Bachelors, Male
8403,41, Private, Some-college, Female
8404,43, Private, Bachelors, Female
8405,28, Private, HS-grad, Male
8406,65, Local-gov, Some-college, Female
8407,31, Private, Bachelors, Male
8408,28, Private, Bachelors, Female
8409,51, Private, Bachelors, Male
8410,45, Private, Some-college, Female
8411,43, Private, HS-grad, Male
8412,31, Private, Assoc-acdm, Male
8413,31, Private, Some-college, Male
8414,45, Private, Some-college, Male
8415,20, Private, Bachelors, Female
8416,25, Private, Bachelors, Male
8417,36, Private, HS-grad, Female
8418,31, Private, Bachelors, Male
8419,56, Private, Some-college, Male
8420,26, Private, Bachelors, Male
8421,47, Self-emp-not-inc, Some-college, Female
8422,40, Self-emp-inc, HS-grad, Male
8423,32, Private, HS-grad, Female
8424,34, State-gov, Masters, Female
8425,37, Private, HS-grad, Male
8426,38, Private, HS-grad, Male
8427,19, Private, Assoc-voc, Male
8428,49, Private, 9th, Female
8429,18, ?, HS-grad, Female
8430,26, Private, Assoc-acdm, Female
8431,82, Private, 7th-8th, Male
8432,40, Private, HS-grad, Male
8433,28, Private, Some-college, Male
8434,23, Private, HS-grad, Male
8435,19, Private, Some-college, Male
8436,67, Private, HS-grad, Male
8437,43, Private, Bachelors, Male
8438,41, Private, Assoc-acdm, Female
8439,37, Private, Assoc-voc, Female
8440,20, Private, HS-grad, Male
8441,40, Private, HS-grad, Male
8442,47, Private, Masters, Male
8443,40, Private, HS-grad, Male
8444,39, State-gov, Bachelors, Female
8445,24, Private, Some-college, Female
8446,78, ?, HS-grad, Male
8447,67, ?, Assoc-voc, Female
8448,49, Private, Bachelors, Male
8449,66, Private, HS-grad, Male
8450,52, Private, HS-grad, Female
8451,59, Self-emp-inc, HS-grad, Male
8452,72, Private, HS-grad, Female
8453,35, Federal-gov, HS-grad, Male
8454,30, Private, Bachelors, Female
8455,36, Private, Some-college, Male
8456,26, Private, HS-grad, Female
8457,23, Private, Bachelors, Male
8458,39, Private, Bachelors, Male
8459,40, Self-emp-not-inc, Prof-school, Male
8460,29, Private, Bachelors, Male
8461,38, Private, Bachelors, Male
8462,63, Private, Bachelors, Male
8463,58, Self-emp-not-inc, HS-grad, Male
8464,30, Private, HS-grad, Female
8465,38, State-gov, HS-grad, Female
8466,25, Private, 5th-6th, Female
8467,44, State-gov, Masters, Male
8468,43, Private, Assoc-voc, Female
8469,21, Private, Some-college, Male
8470,41, Local-gov, Assoc-acdm, Male
8471,38, Private, Bachelors, Male
8472,75, ?, Bachelors, Male
8473,29, Private, Some-college, Male
8474,52, Self-emp-not-inc, HS-grad, Male
8475,47, Private, HS-grad, Female
8476,28, Private, Assoc-voc, Male
8477,24, Private, Some-college, Female
8478,30, State-gov, Masters, Male
8479,30, Private, Some-college, Male
8480,40, Private, Assoc-acdm, Male
8481,27, Private, Some-college, Female
8482,26, Private, HS-grad, Male
8483,32, Private, HS-grad, Male
8484,36, State-gov, Bachelors, Female
8485,26, Private, 12th, Male
8486,25, Private, Some-college, Male
8487,39, Private, Some-college, Female
8488,27, Private, Assoc-voc, Male
8489,24, Private, HS-grad, Male
8490,38, Self-emp-inc, Bachelors, Male
8491,35, Self-emp-not-inc, HS-grad, Male
8492,29, Private, Assoc-voc, Male
8493,49, Private, HS-grad, Female
8494,36, Private, 9th, Male
8495,47, Self-emp-not-inc, Doctorate, Male
8496,21, Private, Some-college, Male
8497,35, Private, Bachelors, Female
8498,38, Private, 1st-4th, Male
8499,66, ?, Some-college, Male
8500,45, Private, Masters, Male
8501,19, Private, Some-college, Female
8502,18, Private, HS-grad, Male
8503,37, Private, Prof-school, Male
8504,49, Private, Bachelors, Female
8505,33, Local-gov, Assoc-voc, Male
8506,27, Private, Some-college, Male
8507,34, Local-gov, Some-college, Female
8508,54, State-gov, Masters, Female
8509,24, Self-emp-inc, Some-college, Male
8510,44, Self-emp-not-inc, Prof-school, Male
8511,48, Self-emp-not-inc, Bachelors, Male
8512,23, Private, HS-grad, Female
8513,29, Private, HS-grad, Male
8514,21, Private, Assoc-acdm, Female
8515,18, Private, 12th, Female
8516,18, Private, 9th, Female
8517,29, Private, HS-grad, Male
8518,29, Private, HS-grad, Male
8519,41, Private, HS-grad, Female
8520,32, Private, HS-grad, Male
8521,61, Private, 10th, Female
8522,79, Private, HS-grad, Male
8523,34, Private, Assoc-acdm, Male
8524,46, Private, Bachelors, Male
8525,50, Self-emp-not-inc, Assoc-voc, Male
8526,29, Private, HS-grad, Male
8527,23, Private, Some-college, Female
8528,64, Private, Some-college, Female
8529,70, Local-gov, Masters, Female
8530,28, Local-gov, Assoc-acdm, Female
8531,51, Private, Assoc-voc, Male
8532,20, ?, Some-college, Female
8533,34, State-gov, Bachelors, Male
8534,29, Private, HS-grad, Male
8535,49, Private, Bachelors, Male
8536,77, Self-emp-inc, Some-college, Male
8537,32, Private, HS-grad, Female
8538,27, Private, Bachelors, Female
8539,22, Private, Some-college, Female
8540,35, Local-gov, HS-grad, Male
8541,42, Local-gov, Bachelors, Male
8542,35, State-gov, HS-grad, Male
8543,62, ?, HS-grad, Male
8544,33, Private, HS-grad, Male
8545,45, Private, Some-college, Female
8546,19, Private, Some-college, Female
8547,38, Private, HS-grad, Male
8548,26, Private, HS-grad, Male
8549,29, Private, Bachelors, Female
8550,33, Private, Bachelors, Male
8551,35, Self-emp-not-inc, HS-grad, Male
8552,42, Private, Some-college, Male
8553,20, Private, Assoc-voc, Female
8554,43, Federal-gov, Masters, Male
8555,69, Private, 11th, Male
8556,39, Private, HS-grad, Male
8557,37, Private, HS-grad, Male
8558,28, Private, Some-college, Male
8559,26, Federal-gov, Bachelors, Male
8560,32, Private, Some-college, Male
8561,43, Federal-gov, Bachelors, Male
8562,49, Private, HS-grad, Male
8563,28, Private, 7th-8th, Male
8564,35, Private, HS-grad, Male
8565,19, ?, Some-college, Female
8566,35, Local-gov, HS-grad, Male
8567,57, Private, HS-grad, Female
8568,45, Private, 9th, Male
8569,23, Private, HS-grad, Male
8570,45, Private, HS-grad, Male
8571,42, Private, HS-grad, Female
8572,35, Private, Bachelors, Male
8573,45, Private, Bachelors, Male
8574,28, Federal-gov, Bachelors, Male
8575,64, Self-emp-inc, Assoc-voc, Male
8576,44, Local-gov, Prof-school, Female
8577,59, Self-emp-not-inc, HS-grad, Male
8578,41, Private, HS-grad, Male
8579,21, Private, Some-college, Male
8580,29, Self-emp-not-inc, Assoc-voc, Female
8581,51, Self-emp-not-inc, HS-grad, Male
8582,22, Private, HS-grad, Male
8583,49, Private, HS-grad, Female
8584,53, Private, Assoc-acdm, Male
8585,38, Private, Some-college, Female
8586,23, Private, Some-college, Male
8587,20, Private, HS-grad, Female
8588,40, Private, Bachelors, Female
8589,25, Private, Bachelors, Female
8590,27, Private, Some-college, Female
8591,20, Private, HS-grad, Male
8592,37, Private, HS-grad, Female
8593,40, Local-gov, HS-grad, Male
8594,28, Private, Bachelors, Male
8595,38, Self-emp-not-inc, HS-grad, Female
8596,42, Private, Bachelors, Female
8597,32, Federal-gov, Assoc-acdm, Male
8598,20, Private, HS-grad, Male
8599,62, State-gov, Bachelors, Male
8600,31, Private, Some-college, Male
8601,31, Self-emp-not-inc, HS-grad, Male
8602,24, Private, HS-grad, Male
8603,62, Local-gov, 7th-8th, Female
8604,43, Local-gov, Some-college, Male
8605,21, Private, Some-college, Male
8606,30, Self-emp-inc, HS-grad, Male
8607,22, ?, HS-grad, Female
8608,18, Private, 10th, Male
8609,59, Local-gov, Masters, Female
8610,24, Self-emp-not-inc, 7th-8th, Male
8611,49, Private, HS-grad, Male
8612,19, State-gov, 11th, Male
8613,48, Private, HS-grad, Male
8614,32, Private, Prof-school, Male
8615,33, Private, 10th, Female
8616,23, Private, Bachelors, Male
8617,33, Federal-gov, Prof-school, Female
8618,50, Federal-gov, Some-college, Male
8619,30, Private, Bachelors, Male
8620,32, Private, Assoc-acdm, Male
8621,39, Private, Some-college, Male
8622,21, Private, Some-college, Female
8623,23, Private, Bachelors, Female
8624,32, Private, Bachelors, Female
8625,57, Private, HS-grad, Male
8626,22, State-gov, Some-college, Male
8627,70, Private, HS-grad, Female
8628,34, Private, Some-college, Male
8629,53, Private, Masters, Female
8630,21, Private, Some-college, Male
8631,37, Private, HS-grad, Male
8632,60, Self-emp-not-inc, HS-grad, Male
8633,23, Private, 11th, Male
8634,32, Private, 10th, Male
8635,57, Private, HS-grad, Male
8636,65, ?, HS-grad, Male
8637,25, Private, Some-college, Male
8638,30, Private, HS-grad, Male
8639,31, Private, HS-grad, Female
8640,19, Private, Some-college, Male
8641,23, State-gov, Bachelors, Male
8642,44, Private, HS-grad, Male
8643,43, ?, Some-college, Male
8644,42, Private, Some-college, Female
8645,34, Self-emp-not-inc, 11th, Male
8646,32, Private, HS-grad, Male
8647,25, Private, Assoc-voc, Female
8648,21, Private, Some-college, Female
8649,31, Private, HS-grad, Female
8650,36, Local-gov, Assoc-voc, Female
8651,49, Self-emp-not-inc, Some-college, Male
8652,44, Private, Bachelors, Female
8653,42, Private, Assoc-voc, Male
8654,30, Private, HS-grad, Male
8655,33, Private, 10th, Male
8656,36, Self-emp-not-inc, Bachelors, Male
8657,17, Private, 10th, Male
8658,20, Private, Some-college, Male
8659,32, Private, HS-grad, Male
8660,33, Self-emp-not-inc, HS-grad, Male
8661,37, Private, Some-college, Female
8662,60, Private, 10th, Male
8663,35, State-gov, Some-college, Female
8664,43, Federal-gov, Bachelors, Female
8665,46, Private, Some-college, Male
8666,29, Self-emp-not-inc, HS-grad, Male
8667,36, Private, Bachelors, Male
8668,27, Private, HS-grad, Male
8669,50, Private, Some-college, Male
8670,22, Private, Some-college, Female
8671,33, State-gov, Masters, Male
8672,61, Private, 10th, Female
8673,28, ?, Assoc-voc, Female
8674,41, Self-emp-not-inc, Assoc-voc, Male
8675,22, Private, Some-college, Male
8676,27, Private, Bachelors, Female
8677,25, Private, HS-grad, Male
8678,32, Private, HS-grad, Female
8679,28, Private, Masters, Male
8680,25, Private, Bachelors, Male
8681,28, Private, Some-college, Male
8682,37, Local-gov, Bachelors, Female
8683,58, Private, HS-grad, Female
8684,39, Private, HS-grad, Male
8685,33, Private, Some-college, Female
8686,59, Private, 10th, Male
8687,58, Private, Bachelors, Female
8688,38, Private, Assoc-voc, Male
8689,34, Private, Some-college, Male
8690,31, Private, Some-college, Male
8691,48, Local-gov, HS-grad, Male
8692,65, ?, HS-grad, Male
8693,45, Private, HS-grad, Male
8694,80, ?, Prof-school, Male
8695,23, Private, HS-grad, Female
8696,33, Private, Masters, Male
8697,38, Self-emp-not-inc, Some-college, Male
8698,44, Self-emp-not-inc, Masters, Male
8699,48, Local-gov, Masters, Female
8700,40, State-gov, HS-grad, Male
8701,19, Local-gov, HS-grad, Female
8702,45, Private, Bachelors, Female
8703,34, Private, Some-college, Female
8704,70, Private, Some-college, Male
8705,32, Local-gov, Masters, Male
8706,33, Private, Assoc-voc, Female
8707,24, Private, Bachelors, Female
8708,30, Local-gov, Bachelors, Female
8709,22, Private, Some-college, Male
8710,52, Self-emp-inc, Prof-school, Male
8711,67, Self-emp-not-inc, 10th, Male
8712,40, Private, HS-grad, Male
8713,55, Private, Assoc-voc, Female
8714,29, Private, HS-grad, Female
8715,62, Private, HS-grad, Male
8716,22, Private, HS-grad, Female
8717,64, State-gov, 9th, Male
8718,29, Self-emp-not-inc, Bachelors, Male
8719,28, Private, Some-college, Male
8720,25, Private, HS-grad, Male
8721,47, State-gov, Doctorate, Male
8722,26, Private, Bachelors, Male
8723,18, Private, 12th, Male
8724,52, Self-emp-inc, 10th, Male
8725,48, Local-gov, Bachelors, Female
8726,36, Private, HS-grad, Male
8727,23, Private, Assoc-voc, Female
8728,41, Private, HS-grad, Male
8729,56, State-gov, HS-grad, Male
8730,53, Private, HS-grad, Male
8731,26, Private, Some-college, Female
8732,22, Private, Some-college, Male
8733,25, Private, Masters, Female
8734,31, Private, Some-college, Male
8735,36, Private, Assoc-acdm, Male
8736,46, Private, Some-college, Male
8737,46, State-gov, Assoc-acdm, Male
8738,32, Private, Some-college, Female
8739,43, Self-emp-not-inc, HS-grad, Male
8740,30, Private, Bachelors, Male
8741,41, Self-emp-inc, Bachelors, Male
8742,50, Private, Masters, Male
8743,37, State-gov, Masters, Male
8744,22, Local-gov, HS-grad, Male
8745,51, Federal-gov, HS-grad, Male
8746,47, Private, Some-college, Female
8747,40, Private, HS-grad, Male
8748,46, Private, Some-college, Male
8749,23, ?, Some-college, Female
8750,30, Private, Some-college, Female
8751,27, Self-emp-not-inc, HS-grad, Male
8752,31, Local-gov, Some-college, Female
8753,31, Private, 1st-4th, Male
8754,30, Private, HS-grad, Male
8755,50, Local-gov, Bachelors, Male
8756,27, Private, Bachelors, Female
8757,22, ?, Some-college, Female
8758,29, Private, HS-grad, Male
8759,28, Private, HS-grad, Male
8760,54, Private, Bachelors, Female
8761,47, State-gov, Assoc-voc, Male
8762,34, Private, HS-grad, Female
8763,26, Private, Some-college, Male
8764,53, ?, 7th-8th, Male
8765,23, State-gov, Some-college, Male
8766,42, Local-gov, Masters, Male
8767,36, Self-emp-not-inc, HS-grad, Male
8768,52, Federal-gov, Bachelors, Male
8769,22, ?, Some-college, Female
8770,27, Local-gov, Masters, Female
8771,42, Private, HS-grad, Female
8772,39, Private, HS-grad, Female
8773,49, State-gov, HS-grad, Male
8774,36, Private, HS-grad, Male
8775,20, Private, Preschool, Male
8776,55, Self-emp-inc, HS-grad, Male
8777,47, Private, 9th, Male
8778,33, Private, Masters, Male
8779,36, Private, Some-college, Male
8780,39, Private, Doctorate, Female
8781,55, Private, Bachelors, Male
8782,21, ?, Assoc-acdm, Male
8783,48, Private, Assoc-acdm, Male
8784,30, Private, Assoc-voc, Male
8785,24, Private, HS-grad, Male
8786,57, Self-emp-not-inc, HS-grad, Female
8787,20, Private, Some-college, Male
8788,18, ?, Some-college, Female
8789,56, Private, HS-grad, Female
8790,36, Private, HS-grad, Female
8791,44, Private, 10th, Male
8792,57, Private, HS-grad, Male
8793,57, Private, HS-grad, Male
8794,33, Private, HS-grad, Male
8795,61, ?, 7th-8th, Male
8796,39, Private, Bachelors, Male
8797,28, Private, HS-grad, Male
8798,31, Private, Some-college, Male
8799,60, Private, Assoc-acdm, Female
8800,36, Local-gov, Assoc-voc, Male
8801,58, Private, HS-grad, Female
8802,50, Private, Some-college, Male
8803,23, Local-gov, Bachelors, Female
8804,30, Private, HS-grad, Male
8805,20, ?, 11th, Male
8806,90, Private, Prof-school, Male
8807,49, Local-gov, Bachelors, Female
8808,47, Local-gov, Bachelors, Male
8809,34, Private, Doctorate, Male
8810,37, Federal-gov, HS-grad, Female
8811,25, Private, 10th, Female
8812,37, Private, Assoc-acdm, Female
8813,47, Private, HS-grad, Male
8814,34, Private, HS-grad, Male
8815,34, Private, Some-college, Male
8816,35, Private, HS-grad, Male
8817,39, Private, Some-college, Male
8818,32, State-gov, 7th-8th, Male
8819,24, Private, HS-grad, Female
8820,28, Private, Prof-school, Male
8821,41, Self-emp-not-inc, 7th-8th, Male
8822,69, ?, HS-grad, Female
8823,32, Private, HS-grad, Male
8824,58, Private, HS-grad, Female
8825,47, Self-emp-not-inc, HS-grad, Male
8826,41, Private, Bachelors, Male
8827,35, Self-emp-inc, HS-grad, Male
8828,24, Private, Some-college, Male
8829,46, Self-emp-not-inc, HS-grad, Male
8830,69, Self-emp-inc, Bachelors, Male
8831,22, Private, Bachelors, Female
8832,36, State-gov, Masters, Female
8833,31, Private, Bachelors, Male
8834,23, Local-gov, Bachelors, Male
8835,35, Private, Some-college, Female
8836,37, Local-gov, Bachelors, Male
8837,35, State-gov, Bachelors, Female
8838,18, Private, 11th, Male
8839,43, Private, 9th, Female
8840,53, State-gov, HS-grad, Male
8841,54, Local-gov, Some-college, Male
8842,29, Private, HS-grad, Female
8843,46, Private, Assoc-acdm, Female
8844,24, Private, Some-college, Male
8845,30, Private, Some-college, Female
8846,23, Private, Some-college, Female
8847,27, ?, Bachelors, Female
8848,36, Private, HS-grad, Male
8849,38, Self-emp-not-inc, Bachelors, Male
8850,33, Private, Masters, Male
8851,66, Private, Some-college, Male
8852,45, Self-emp-not-inc, HS-grad, Male
8853,68, ?, HS-grad, Female
8854,37, Private, HS-grad, Male
8855,17, Private, 10th, Female
8856,31, Private, HS-grad, Male
8857,46, Private, Bachelors, Male
8858,40, Private, Bachelors, Male
8859,34, Private, Some-college, Male
8860,56, Private, 10th, Male
8861,42, Private, Some-college, Female
8862,46, Private, Masters, Male
8863,30, Private, HS-grad, Male
8864,33, Self-emp-not-inc, Bachelors, Male
8865,47, Private, HS-grad, Female
8866,57, Self-emp-not-inc, Assoc-acdm, Male
8867,34, Private, 11th, Male
8868,40, Private, HS-grad, Male
8869,33, Private, HS-grad, Male
8870,22, Private, HS-grad, Male
8871,29, Private, 12th, Female
8872,53, Federal-gov, HS-grad, Female
8873,36, Private, HS-grad, Female
8874,45, Private, HS-grad, Male
8875,36, Private, Some-college, Female
8876,18, Self-emp-not-inc, HS-grad, Male
8877,27, Private, HS-grad, Female
8878,30, Private, HS-grad, Male
8879,34, Private, Bachelors, Male
8880,36, Private, Bachelors, Male
8881,36, Self-emp-not-inc, 7th-8th, Male
8882,48, Private, Masters, Male
8883,41, Self-emp-not-inc, Prof-school, Male
8884,21, Private, 5th-6th, Female
8885,47, State-gov, Masters, Male
8886,41, Private, 1st-4th, Male
8887,61, Self-emp-not-inc, 1st-4th, Male
8888,64, Private, 7th-8th, Male
8889,35, Private, Some-college, Male
8890,44, Private, HS-grad, Male
8891,20, Private, Some-college, Female
8892,23, Local-gov, Some-college, Female
8893,52, Private, 10th, Female
8894,43, Private, Masters, Female
8895,32, Private, Bachelors, Male
8896,63, Private, Bachelors, Male
8897,29, Private, Some-college, Female
8898,42, Self-emp-inc, Some-college, Male
8899,65, Private, 10th, Female
8900,24, Private, HS-grad, Male
8901,42, Private, Some-college, Female
8902,35, Private, HS-grad, Male
8903,40, Self-emp-inc, Bachelors, Male
8904,38, Federal-gov, Some-college, Female
8905,26, Private, HS-grad, Female
8906,46, Self-emp-not-inc, HS-grad, Male
8907,39, Private, Some-college, Female
8908,29, ?, Bachelors, Male
8909,42, Private, Doctorate, Male
8910,36, Private, Bachelors, Male
8911,26, Private, Some-college, Male
8912,57, Private, Bachelors, Male
8913,55, Private, HS-grad, Male
8914,35, Private, Some-college, Male
8915,41, Private, HS-grad, Female
8916,24, Private, Some-college, Female
8917,47, Private, HS-grad, Male
8918,34, Self-emp-inc, Some-college, Male
8919,44, Private, Bachelors, Male
8920,18, ?, HS-grad, Female
8921,27, Private, Bachelors, Male
8922,36, Private, Bachelors, Female
8923,21, Private, Bachelors, Male
8924,29, Private, HS-grad, Male
8925,25, Private, HS-grad, Male
8926,73, Private, HS-grad, Male
8927,45, Private, Assoc-voc, Male
8928,28, Private, Bachelors, Female
8929,43, Private, Bachelors, Male
8930,47, Private, HS-grad, Male
8931,20, Private, Some-college, Female
8932,22, Private, Some-college, Male
8933,76, Self-emp-not-inc, 7th-8th, Male
8934,24, Private, Some-college, Male
8935,54, Self-emp-not-inc, Some-college, Male
8936,30, Private, Some-college, Male
8937,33, Private, Some-college, Male
8938,30, Private, Some-college, Male
8939,40, Private, Assoc-acdm, Male
8940,27, ?, Some-college, Male
8941,49, Private, Assoc-voc, Female
8942,30, Private, HS-grad, Male
8943,22, Private, HS-grad, Female
8944,19, Private, HS-grad, Male
8945,46, Private, HS-grad, Male
8946,51, Private, HS-grad, Male
8947,56, Private, 7th-8th, Female
8948,53, Private, Some-college, Female
8949,60, ?, Assoc-voc, Female
8950,27, Private, Bachelors, Female
8951,46, Private, Some-college, Female
8952,37, Private, HS-grad, Male
8953,41, Private, Bachelors, Male
8954,65, ?, Assoc-voc, Male
8955,30, Self-emp-not-inc, Some-college, Female
8956,57, Self-emp-not-inc, HS-grad, Male
8957,44, Self-emp-inc, Some-college, Male
8958,32, Self-emp-not-inc, HS-grad, Male
8959,27, Self-emp-not-inc, HS-grad, Male
8960,57, Local-gov, Some-college, Female
8961,59, Self-emp-not-inc, Bachelors, Male
8962,32, Private, Prof-school, Female
8963,90, ?, HS-grad, Female
8964,22, Private, Bachelors, Female
8965,39, Private, HS-grad, Female
8966,43, Private, Assoc-voc, Male
8967,38, Local-gov, Bachelors, Male
8968,61, Private, 9th, Male
8969,24, Private, Some-college, Male
8970,25, Private, Some-college, Male
8971,44, Private, Assoc-voc, Male
8972,55, Local-gov, HS-grad, Female
8973,90, Private, Bachelors, Male
8974,30, Private, HS-grad, Female
8975,44, Private, HS-grad, Male
8976,36, Private, 10th, Male
8977,63, Self-emp-inc, Some-college, Male
8978,60, Private, 5th-6th, Male
